Transaction Amount,Account Age Days,Transaction Hour,Customer Age,Is Fraudulent
-0.6631918633423961,0.9623142088670431,1.6809635840936927,0.5434757802148307,0
0.25518622251458545,0.41289645867840813,-1.613924098298977,0.043938328455500664,0
0.3933932250113238,1.6886630989469333,-0.467876208771092,-0.5555066136556954,0
-0.47368020907224073,1.3627373149367261,1.2511956255207357,1.0430132319741607,0
-0.5386353728931808,-0.5835052238670824,0.5349156945658075,0.7432907609185627,0
0.4109438833581389,0.6736370858865739,0.24840372218383622,-2.5536564206930157,0
-0.6228785329578934,-0.3786375882035236,0.24840372218383622,0.6433832705666968,0
1.59836115211539,-1.3284784444618416,1.6809635840936927,0.4435682898629647,0
-0.3647243038201943,0.08697067466820092,-1.0409001535350346,0.043938328455500664,0
-0.645960307874614,0.6177640943419669,1.537707597902707,-1.5545815171743553,0
-0.32487189981651704,0.7201979121737463,0.10514773599285057,-1.0550440654150255,0
-0.31299418154139974,0.24527748404458727,-1.613924098298977,1.8422731547890887,0
-0.4759493851009198,-0.7790606942732067,1.10793963932975,1.6424581740853568,0
0.11105808881801268,-0.1923942830548338,-1.3274121259170057,-1.9542114785818194,0
-0.5627099123224484,0.2825261450743252,0.6781716807567931,0.7432907609185627,0
-0.6851745061202251,1.1392453487582983,0.39165970837482184,0.4435682898629647,0
-0.6079161535187905,1.6141657768874573,0.8214276669477788,-0.15587665224823136,0
-0.7772888705344186,1.567604950600285,-0.897644167344049,-1.0550440654150255,0
0.11400092648020588,-0.9932404951942,-0.038108250198135074,0.24375330915923268,0
0.10233594345777734,-1.2539811224023658,1.537707597902707,0.6433832705666968,0
0.740293510395646,-0.5648808933522135,0.10514773599285057,-0.055969161896365346,0
-0.08210552062329823,-1.1049864782834138,1.10793963932975,0.24375330915923268,0
1.0314217037000886,0.3197748061040632,-1.3274121259170057,-1.6544890075262215,0
0.650944704266405,0.3011504755891942,0.8214276669477788,-0.15587665224823136,0
-0.16227125501147818,1.6886630989469333,1.3944516117117214,-0.7553215943594274,0
-0.4152134704583049,0.8598803910352637,-1.1841561397260203,1.3427357030297586,0
-0.7293170710531238,-1.1236108087982828,-0.7543881811530633,0.043938328455500664,0
-0.2851613193146323,1.1019966877285605,-1.613924098298977,1.0430132319741607,0
