Transaction Amount,Account Age Days,Transaction Hour,Customer Age
-0.3355441183263986,0.6829492511440083,-0.467876208771092,0.0439383284555006
-0.5877772162642632,0.3011504755891942,1.2511956255207357,0.4435682898629647
0.0005421250462494,0.9530020436096086,0.3916597083748218,0.5434757802148307
0.1443866117392373,-0.8349336858178137,-0.7543881811530633,-0.4555991233038293
0.8496394302776215,-1.6544042284720488,-0.7543881811530633,0.4435682898629647
0.1246731449900873,1.614165776887457,-1.4706681121079914,-0.4555991233038293
-0.7384646869187367,0.6177640943419669,-0.897644167344049,0.6433832705666968
-0.6232330917123745,1.6886630989469331,0.8214276669477788,0.0439383284555006
0.9400164567948576,1.614165776887457,1.3944516117117214,0.9431057416222948
0.2252260077609313,1.2603034971049467,1.3944516117117214,-1.7543964978780875
0.9177856228888917,-0.1923942830548338,-0.1813642363891207,0.7432907609185627
-0.2979963462268486,0.2639018145594562,0.8214276669477788,-2.2539339496374176
-0.5217583761798797,-0.2110186135697027,-0.897644167344049,1.7423656644372227
0.0129516814530884,-0.2017064483122682,0.8214276669477788,1.3427357030297586
-0.061682936365186,1.232367001332643,-0.1813642363891207,-2.453748930341149
-0.6830826094687866,0.0310976831235939,-0.7543881811530633,0.3436607995110987
-0.7461940677664249,-1.5985312369274418,-0.467876208771092,-0.9551365750631594
-0.7452722150047739,1.4465468022536363,-0.897644167344049,-0.3556916329519634
-0.4205673076509698,-0.3693254229460891,0.8214276669477788,-0.0559691618963653
-0.2146395830483386,-0.1923942830548338,-0.3246202225801063,-0.4555991233038293
-0.2113067307562162,-0.7418120332434688,0.2484037221838362,-0.7553215943594274
0.0830834030894528,1.1206210182434293,-1.1841561397260203,-0.5555066136556954
-0.2721844689006235,1.2975521581346847,-0.467876208771092,0.5434757802148307
8.912305507178155,-1.2726054529172348,-1.613924098298977,0.3436607995110987
-0.4610933732881611,0.524642441767622,-1.1841561397260203,1.0430132319741607
